,Full Name,Gender,Number of News Articles,Number of Founded Organizations,Number of Portfolio Companies,Number of Investments_x,Number of Partner Investments,Number of Lead Investments_x,Number of Exits_x,Number of Events_x,Operating Status,Founded Date,Closed Date,Company Type,Number of Founders,Success,Founder
313,Rachel Zisser Kaplowitz,0,0,1,0,0,0,0,0,1,1,2012,0,1,4,0,0
314,Alon Cohen,1,27,1,0,0,0,0,0,3,1,2009,0,1,2,1,1
315,Adi Tatarko,0,74,1,0,0,0,0,0,8,1,2009,0,1,2,1,1
316,Justin Lin,1,34,2,0,0,0,0,0,0,1,2012,0,1,1,0,1
317,Naren Shaam,1,33,1,0,0,0,0,0,3,1,2012,0,1,1,1,1
318,Ben Marcus,1,23,1,0,0,0,0,0,3,1,2014,0,1,2,1,1
319,Gregory McNeal,1,6,1,0,0,0,0,0,0,1,2014,0,1,2,1,1
320,Paul Keating,1,41,1,0,0,0,0,0,0,1,2013,0,1,1,0,1
321,Tina Sharkey,0,79,2,3,4,3,0,0,6,1,2016,0,1,2,1,1
322,Jack Conte,1,78,1,0,0,0,0,0,3,1,2013,0,1,2,1,1
323,Sam Yam,1,24,3,2,2,0,0,0,0,1,2013,0,1,2,1,1
324,Hosain Rahman,1,187,1,5,5,0,0,2,3,1,1997,0,1,2,1,1
325,Rod Drury,1,140,1,0,0,0,0,0,3,1,2006,0,1,2,1,0
326,Bernhard Niesner,1,29,1,2,2,0,0,0,1,1,2008,0,1,2,1,1
327,Adrian Hilti,1,6,1,0,0,0,0,0,0,1,2008,0,1,2,1,1
328,Reshma Shetty,0,25,1,0,0,0,0,0,4,1,2008,0,1,5,1,1
329,Jason Kelly,1,21,1,0,0,0,0,0,0,1,2008,0,1,5,1,1
330,Michael Lazerow,1,121,1,23,30,0,2,6,2,1,2007,0,1,4,1,1
331,Brian Duperreault,1,19,1,0,0,0,0,0,0,1,2013,0,1,1,1,1
332,Justin Mateen,1,85,2,16,18,0,0,2,0,1,2006,0,1,3,0,0
333,Al Goldstein,1,47,3,1,1,0,0,0,7,1,2012,0,1,5,1,1
334,John Sun,1,23,3,0,0,0,0,0,2,1,2012,0,1,5,1,1
335,Paul Zhang,1,19,2,0,0,0,0,0,0,1,2012,0,1,5,1,1
336,Daniel Saks,1,64,1,0,0,0,0,0,4,1,2009,0,1,2,1,1
337,Nicolas Desmarais,1,18,1,0,0,0,0,0,0,1,2009,0,1,2,1,1
338,Therese Tucker,0,25,1,0,0,0,0,0,2,1,2001,0,1,1,1,1
339,Brian Wong,1,21,1,2,2,0,0,2,10,1,2010,0,1,2,1,1
340,Ryan Finley,1,16,1,2,2,0,0,0,0,1,1999,0,1,1,1,1
341,Michael Chasen,1,57,2,6,6,0,0,2,0,1,2011,0,1,2,1,0
342,Christopher Dean,1,0,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
343,Ernest Earon,1,5,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
344,Jordan Cooper,1,44,3,0,0,0,0,0,1,1,2013,0,0,3,0,1
345,Doug Petkanics,1,3,2,0,0,0,0,0,1,1,2013,0,0,3,0,1
346,William Shu,1,22,1,0,0,0,0,0,5,1,2012,0,1,2,1,1
347,Greg Orlowski,1,36,2,0,0,0,0,0,0,1,2012,0,1,2,1,1
348,Sam Shank,1,137,2,11,12,0,0,1,6,1,2010,0,1,3,1,1
349,Jared Simon,1,25,1,2,2,0,0,0,1,1,2010,0,1,3,1,1
350,Christopher Bailey,1,5,1,0,0,0,0,0,0,1,2010,0,1,3,1,1
351,Iman Abuzeid,2,0,1,0,0,0,0,0,0,1,2017,0,1,2,0,1
352,Rome Portlock,1,0,1,0,0,0,0,0,0,1,2017,0,1,2,0,1
353,Andrew Kortina,1,38,2,2,3,0,0,2,0,1,2009,0,1,2,1,1
354,Iqram Magdon-Ismail,1,13,2,3,3,0,0,0,0,1,2009,0,1,2,1,1
355,John Newton,1,56,1,0,0,0,0,0,1,1,2005,0,0,2,1,1
356,Ilya Semin,1,8,1,0,0,0,0,0,0,1,2012,0,1,2,0,1
357,Ben Sardella,1,5,1,1,1,0,0,0,1,1,2012,0,1,2,0,1
358,Benjamin Chemla,1,0,1,1,1,0,0,0,0,1,2015,0,1,3,1,1
359,Naguib Sawiris,1,17,1,4,4,0,0,0,1,1,2014,0,1,1,0,1
360,Andrey Andreev,1,32,1,0,0,0,0,0,0,1,2006,0,1,1,0,1
361,Anand Sanwal,1,195,1,0,0,0,0,0,8,1,2008,0,1,2,0,1
362,Jonathan Sherry,1,6,1,0,0,0,0,0,0,1,2008,0,1,2,0,1
363,Elizabeth Yin,0,58,3,0,0,0,0,0,9,1,2011,0,1,2,1,1
364,Jennifer Chin,0,3,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
365,Jennifer Chin,0,3,1,0,0,0,0,0,0,1,2011,0,1,2,1,1
366,Scott Cook,1,172,1,11,13,0,3,0,3,1,1983,0,1,2,1,1
367,Alexander Ljung,1,174,1,4,4,0,0,1,6,1,2007,0,1,2,1,1
368,Kerry Trainor,1,107,1,0,0,0,0,0,0,1,2007,0,1,2,1,0
369,Patti Smith,0,26,1,0,0,0,0,0,0,1,2013,0,0,2,1,1
370,Kent Fuka,1,3,1,1,2,1,0,0,0,1,2013,0,0,2,1,1
371,Jeff Lawson,1,338,5,2,3,0,0,0,16,1,2008,0,1,3,1,1
372,John Wolthuis,1,6,2,1,1,0,0,1,1,1,2008,0,1,3,1,1
373,Evan Cooke,1,18,1,1,1,0,0,0,0,1,2008,0,1,3,1,1
374,Ron Johnson,1,440,1,3,5,0,1,1,5,1,2014,0,1,0,1,1
375,Tom Suiter,1,5,2,0,0,0,0,0,0,1,2014,0,1,0,1,1
376,Thomas Tull,1,90,1,4,4,0,1,0,1,1,2004,0,1,1,1,1
377,Brett Hurt,1,36,3,10,12,2,0,1,1,1,2015,0,1,4,1,1
378,Matt Laessig,1,3,1,0,0,0,0,0,0,1,2015,0,1,4,1,1
379,Bryon Jacob,1,0,1,0,0,0,0,0,1,1,2015,0,1,4,1,1
380,Jon Loyens,1,0,1,0,0,0,0,0,0,1,2015,0,1,4,1,1
381,Michael Zammuto,1,59,2,0,0,0,0,0,0,1,2017,0,1,1,0,1
382,Jonah Goodhart,1,88,2,17,18,0,1,5,6,1,2010,0,0,3,1,1
383,Dag Kittlaus,1,182,2,1,1,0,0,0,2,1,2012,0,1,3,1,1
384,Adam Cheyer,1,170,3,0,0,0,0,0,4,1,2012,0,1,3,1,1
385,Chris Brigham,1,42,1,0,0,0,0,0,0,1,2012,0,1,3,1,1
386,Nat Friedman,1,113,2,4,4,0,0,2,0,1,2011,0,1,3,1,1
387,Jeremy Stoppelman,1,404,1,24,28,0,0,0,5,1,2004,0,1,2,1,1
388,Isaac Oates,1,12,2,3,3,0,0,0,3,1,2012,0,1,2,1,1
389,Ida Tin,0,15,1,0,0,0,0,0,11,1,2013,0,1,3,1,1
390,Hans Raffauf,1,4,3,0,0,0,0,0,1,1,2013,0,1,3,1,1
391,Moritz von Buttlar,1,0,1,0,0,0,0,0,0,1,2013,0,1,3,1,1
392,Adrian Aoun,1,84,2,16,16,0,0,3,1,1,2016,0,1,1,0,1
393,Amit Gupta,1,16,2,10,10,0,0,0,2,1,2007,0,1,4,1,1
394,Neil Blumenthal,1,211,1,4,4,0,0,0,6,1,2010,0,1,6,1,1
395,David Gilboa,1,29,1,6,7,0,0,0,2,1,2010,0,1,6,1,1
396,Andy Hunt,1,2,2,1,1,0,0,0,0,1,2010,0,1,6,1,1
397,Dimitri Stiliadis,1,1,1,0,0,0,0,0,0,1,2015,0,0,3,0,1
398,Satyam Sinha,1,0,1,0,0,0,0,0,0,1,2015,0,0,3,0,1
399,Amir Sharif,1,0,1,0,0,0,0,0,0,1,2015,0,0,3,0,1
400,Joseph N. Sanberg,1,23,2,8,12,7,0,2,0,1,0,0,1,2,0,1
401,Andrei Cherny,1,23,1,0,0,0,0,0,1,1,0,0,1,2,0,1
402,Matthew Romaine,1,18,1,2,2,0,0,0,1,1,2008,0,1,3,1,1
403,Andy Cohen,1,58,1,0,0,0,0,0,0,0,2007,0,1,3,1,1
404,Steve Fram,1,3,1,0,0,0,0,0,0,0,2007,0,1,3,1,1
405,Steve Fram,1,3,1,0,0,0,0,0,0,0,2007,0,1,3,1,1
406,Antony Jenkins,1,247,1,0,0,0,0,0,2,1,2016,0,1,2,0,1
407,Brad Goodall,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
408,Brad Goodall,1,0,1,0,0,0,0,0,0,1,2016,0,1,2,0,1
409,Anousheh Ansari,0,19,1,0,0,0,0,0,2,1,2006,0,0,3,1,1
410,Amir Ansari,1,6,1,0,0,0,0,0,0,1,2006,0,0,3,1,1
411,Hamid Ansari,1,1,1,0,0,0,0,0,0,1,2006,0,0,3,1,1
412,Andrew McCollum,1,44,3,10,12,0,0,4,0,1,2010,0,1,2,1,0
413,Tuan Ho,1,2,1,0,0,0,0,0,0,1,2010,0,1,2,1,1
414,Vishal Dhar,1,38,2,0,0,0,0,0,0,1,2007,0,1,2,1,1
415,Uday Challu,1,19,3,0,0,0,0,0,0,1,2007,0,1,2,1,0
416,Chen Amit,1,18,2,0,0,0,0,0,2,1,2010,0,1,2,1,0
417,Steve Waterhouse,1,10,1,0,0,25,0,0,0,1,2017,0,1,5,0,0
418,Matt Salzberg,1,82,3,3,3,0,0,0,3,1,2012,0,1,3,1,1
419,Ilia Papas,1,19,2,0,0,0,0,0,1,1,2012,0,1,3,1,1
420,Matthew Wadiak,1,12,1,0,0,0,0,0,0,1,2012,0,1,3,1,1
421,Liz Wessel,0,49,1,1,1,0,0,0,5,1,2014,0,1,2,1,1
422,JJ Fliegelman,1,14,1,0,0,0,0,0,0,1,2014,0,1,2,1,1
423,Lea von Bidder,0,13,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
424,Lea von Bidder,0,13,1,0,0,0,0,0,0,1,2014,0,1,4,0,1
425,Pascal Koenig,1,8,1,0,0,0,0,0,1,1,2014,0,1,3,0,1
426,Pascal Koenig,1,8,1,0,0,0,0,0,1,1,2014,0,1,4,0,1
427,Thibault Duchemin,1,0,1,0,0,0,0,0,1,1,2014,0,1,3,0,1
428,Thibault Duchemin,1,0,1,0,0,0,0,0,1,1,2014,0,1,4,0,1
429,Philipp Tholen,1,1,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
430,Philipp Tholen,1,1,1,0,0,0,0,0,0,1,2014,0,1,4,0,1
431,Pieter Doevendans,1,0,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
432,Pieter Doevendans,1,0,1,0,0,0,0,0,0,1,2014,0,1,4,0,1
433,Skinner Cheng,1,1,1,0,0,0,0,0,0,1,2014,0,1,3,0,1
434,Skinner Cheng,1,1,1,0,0,0,0,0,0,1,2014,0,1,4,0,1
435,Oliver Samwer,1,237,2,1,2,0,0,0,8,1,2007,0,1,3,1,1
436,Vlad Tenev,1,12,1,0,0,0,0,0,2,1,2013,0,1,2,1,1
437,Baiju Prafulkumar Bhatt,1,4,1,0,0,0,0,0,4,1,2013,0,1,2,1,1
438,Valentin Stalf,1,52,1,0,0,0,0,0,14,1,2013,0,1,2,1,1
439,Maximilian Tayenthal,1,32,1,0,0,0,0,0,4,1,2013,0,1,2,1,1
440,Eric Yuan,1,13,1,1,1,0,0,0,3,1,2011,0,1,1,1,1
441,Nikunj Mehta,1,1,1,0,0,0,0,0,1,1,2013,0,1,1,0,1
442,Mike McCue,1,448,2,2,2,0,1,0,4,1,2010,0,1,2,1,1
443,Alexander Karp,1,13,1,0,0,0,0,0,1,1,2004,0,1,6,1,0
444,Rob May,1,3,2,5,5,0,0,1,5,1,2015,0,1,1,0,1
445,Zoe Adamovicz,0,24,4,1,1,0,0,0,4,1,2016,0,1,2,0,1
446,Dimitar Stanimiroff,1,0,1,1,1,0,0,0,1,1,2016,0,1,2,0,1
447,Paul English,1,107,4,7,7,0,0,0,4,1,2015,0,1,2,1,0
448,Gordon Moore,1,60,3,0,0,0,0,0,0,1,1968,0,1,2,1,1
449,Robert Noyce,1,48,2,0,0,0,0,0,0,1,1968,0,1,2,1,1
450,Jason Kilar,1,806,2,2,2,0,0,2,0,1,2013,0,1,2,1,1
451,Jason Kilar,1,806,2,2,2,0,0,2,0,1,2012,0,1,2,1,1
452,Richard Tom,1,39,1,0,0,0,0,0,0,1,2013,0,1,2,1,1
453,Richard Tom,1,39,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
454,Koustubha Deshpande,1,1,1,0,0,0,0,0,0,1,2013,0,1,2,1,0
455,Koustubha Deshpande,1,1,1,0,0,0,0,0,0,1,2012,0,1,2,1,0
456,Rob Dobson,1,1,1,6,7,0,0,0,0,1,2013,0,0,3,0,1
457,Shivani Siroya,0,24,1,0,0,0,0,0,8,1,2011,0,1,1,1,1
458,Horace Luke,1,49,1,0,0,0,0,0,2,1,2011,0,1,2,1,1
459,Samir Desai,1,89,1,1,3,0,0,0,4,1,2010,0,1,5,1,1
460,Sam Hodges,1,35,2,9,10,0,0,0,4,1,2010,0,1,5,1,1
461,James Meekings,1,19,1,1,1,0,0,0,0,1,2010,0,1,5,1,1
462,Andrew Mullinger,1,20,1,2,2,0,0,0,0,1,2010,0,1,5,1,1
463,Adam S. Tom,1,1,2,0,0,0,0,0,0,1,2011,0,1,3,0,1
464,Will Marshall,1,45,1,0,0,0,0,0,6,1,2010,0,1,3,1,1
465,Robbie Schingler,1,20,1,0,0,0,0,0,1,1,2010,0,1,3,1,1
466,Matthew Zeiler,1,51,1,0,0,0,0,0,13,1,2013,0,1,1,1,1
467,Pony Ma,1,105,1,0,0,0,0,0,1,1,1998,0,1,2,1,1
468,Zhidong Zhang,1,0,1,0,0,0,0,0,0,1,1998,0,1,2,1,1
469,Rob Whitehead,1,10,1,0,0,0,0,0,1,1,2012,0,1,1,1,1
470,David Filo,1,618,1,0,0,0,0,0,0,1,1994,0,1,2,1,1
471,Nimit Jain,1,0,2,0,0,0,0,0,0,1,1994,0,1,2,1,0
472,Sophia Amoruso,0,142,1,0,0,0,0,0,3,1,2006,0,0,1,1,1
473,Ken Suzuki,1,15,1,1,1,0,0,0,0,1,2012,0,1,2,1,1
474,Kaisei Hamamoto,1,17,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
475,Alex Tew,1,47,4,0,0,0,0,0,1,1,2012,0,1,2,0,1
476,Vivek Ramaswamy,1,7,2,0,0,0,0,0,1,1,2014,0,1,1,1,1
477,Chieh Huang,1,30,3,0,0,0,0,0,4,1,2013,0,1,4,1,1
478,Christopher Cheung,1,8,4,0,0,0,0,0,0,1,2013,0,1,4,1,1
479,William Fong,1,6,4,0,0,0,0,0,1,1,2013,0,1,4,1,1
480,Jared Yaman,1,1,2,0,0,0,0,0,0,1,2013,0,1,4,1,1
481,Ashok Narasimhan,1,6,4,0,0,0,0,0,0,1,2014,0,1,3,0,1
482,Andy Rachleff,1,115,1,10,10,4,0,2,0,1,2008,0,1,2,1,0
483,Dan Carroll,1,1,1,1,1,0,0,0,0,1,2008,0,1,2,1,1
484,Dasha Zhukova,0,20,1,1,4,0,0,0,0,1,2009,0,1,4,1,1
485,Carter Cleveland,1,26,1,0,0,0,0,0,2,1,2009,0,1,4,1,1
486,Wendi Murdoch,0,42,1,3,6,0,0,1,0,1,2009,0,1,4,1,1
487,Michael Yavonditte,1,46,3,13,13,0,0,5,0,1,2012,0,1,4,1,1
488,Todd Coleman,1,0,1,0,0,0,0,0,0,1,2012,0,1,4,1,1
489,Rick Eaton,1,1,1,1,2,0,0,0,0,1,2012,0,1,4,1,1
490,Sky Dayton,1,93,7,7,8,1,0,1,0,1,2001,0,0,1,1,1
491,Jager McConnell,1,8,1,0,0,0,0,0,7,1,2007,0,1,1,1,0
492,Howard Charney,1,25,1,1,1,0,0,0,0,1,1984,0,1,1,1,0
493,Serpil Bayraktar,0,0,1,0,0,0,0,0,1,1,1984,0,1,1,1,1
494,Ron Gutman,1,87,1,1,1,0,0,0,7,1,2010,0,1,3,1,1
495,Sastry Nanduri,1,1,1,0,0,0,0,0,0,1,2010,0,1,3,1,1
496,Geoff Rutledge,1,0,1,0,0,0,0,0,1,1,2010,0,1,3,1,1
497,Jon Stein,1,100,1,2,2,0,0,0,5,1,2008,0,1,2,1,1
498,Eli Broverman,1,7,1,0,0,0,0,0,3,1,2008,0,1,2,1,1
499,Tony Xu,1,52,1,0,0,0,0,0,5,1,2013,0,1,4,1,1
500,Nitesh Banta,1,5,2,3,3,4,0,0,2,1,2015,0,1,2,0,0
501,Adam Marcus,1,0,1,1,1,0,0,0,1,1,2015,0,1,2,0,1
502,Katrina Lake,0,32,1,0,0,0,0,0,3,1,2011,0,1,1,1,1
503,Amber Venz Box,0,152,2,0,0,0,0,0,3,1,2011,0,1,2,0,1
504,Baxter Box,1,6,2,0,0,0,0,0,0,1,2011,0,1,2,0,1
505,Moshe Yanai,1,30,1,1,1,0,0,0,0,1,2011,0,1,1,1,1
506,Noah Kraft,1,48,1,2,2,0,0,0,1,1,2013,0,1,2,1,1
507,Nirav Tolia,1,110,3,5,8,0,0,1,2,1,2010,0,1,5,1,1
508,Sarah Leary,0,26,2,1,1,0,0,0,4,1,2010,0,1,5,1,1
509,Prakash Janakiraman,1,5,2,0,0,0,0,0,0,1,2010,0,1,5,1,1
510,David Wiesen,1,0,1,0,0,0,0,0,0,1,2010,0,1,5,1,1
511,Ignacio Lucea,1,3,4,4,5,0,0,0,0,1,2015,0,1,4,0,1
512,Jeff Pulver,1,223,3,14,15,0,0,1,8,1,2012,0,1,2,0,1
513,Steve Kirsch,1,30,4,1,1,0,0,0,2,1,2015,0,1,5,0,1
514,Steve Kirsch,1,30,4,1,1,0,0,0,2,1,2015,0,1,3,0,1
515,Zohar Steinberg,1,10,2,0,0,0,0,0,0,1,2015,0,1,5,0,1
516,Zohar Steinberg,1,10,2,0,0,0,0,0,0,1,2015,0,1,3,0,1
517,Yobie Benjamin,1,7,1,0,0,0,0,0,4,1,2015,0,1,5,0,1
518,Yobie Benjamin,1,7,1,0,0,0,0,0,4,1,2015,0,1,3,0,1
519,Marten Nelson,1,0,2,0,0,0,0,0,0,1,2015,0,1,5,0,1
520,Marten Nelson,1,0,2,0,0,0,0,0,0,1,2015,0,1,3,0,1
521,Yana Zaidiner,0,0,1,0,0,0,0,0,0,1,2015,0,1,5,0,1
522,Yana Zaidiner,0,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
523,Yana Zaidiner,0,0,1,0,0,0,0,0,0,1,2015,0,1,5,0,1
524,Yana Zaidiner,0,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
525,Vladimir Vayer,1,0,2,0,0,0,0,0,0,1,2015,0,1,5,0,1
526,Vladimir Vayer,1,0,2,0,0,0,0,0,0,1,2015,0,1,3,0,1
527,Emily Weiss,0,31,2,0,0,0,0,0,10,1,2014,0,1,1,1,1
528,Shreya Mishra,0,6,1,0,0,0,0,0,1,1,2015,0,1,3,0,1
529,Pranay Surana,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
530,Tushar Saxena,0,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
531,Doug Evans,1,18,1,0,0,0,0,0,1,0,2013,2017,1,1,1,1
532,Laura Behrens Wu,0,10,1,0,0,0,0,0,3,1,2013,0,1,2,0,1
533,Simon Kreuz,1,2,2,0,0,0,0,0,0,1,2013,0,1,2,0,1
534,Allison Stern,0,11,1,0,0,0,0,0,2,1,2012,0,1,1,1,1
535,Ijad Madisch,1,37,1,0,0,0,0,0,4,1,2008,0,1,3,1,1
536,Ryan Smith,1,21,1,0,0,0,0,0,9,1,2002,0,1,3,0,1
537,Jared Smith,1,4,2,0,0,0,0,0,2,1,2002,0,1,3,1,1
538,David Rogier,1,14,2,0,0,0,0,0,0,1,2012,0,1,2,1,1
539,Aaron Rasmussen,1,12,1,0,0,0,0,0,0,1,2012,0,1,2,1,1
540,Arkady Volozh,1,70,2,1,1,1,0,0,0,1,1997,0,1,2,1,1
541,Scott McNealy,1,1097,2,11,11,1,2,1,1,1,2010,0,1,3,1,0
542,Rob Bishop,1,16,1,0,0,0,0,0,0,1,2014,0,1,2,1,1
543,Dr. Zehan Wang,1,0,1,0,0,0,0,0,0,1,2014,0,1,2,1,1
544,Darren Hill,1,6,1,0,0,0,0,0,0,1,1994,0,1,2,0,1
545,Peter Smith,1,4,1,0,0,0,0,0,6,1,2011,0,1,3,1,1
546,Nicolas Cary,1,26,2,1,1,0,0,0,6,1,2011,0,1,3,1,1
547,Ben Reeves,1,4,1,0,0,0,0,0,0,1,2011,0,1,3,1,1
548,Clark Landry,1,18,4,30,32,0,0,9,0,1,2016,0,1,2,1,1
549,Michael Ritter,1,7,2,0,0,0,0,0,2,1,2016,0,1,2,1,1
550,Joachim Ante,1,19,1,0,0,0,0,0,0,1,2004,0,1,3,1,1
551,Joseph Fasone,1,0,1,1,1,0,0,0,0,1,2014,0,1,1,0,1
552,Joseph Fasone,1,0,1,1,1,0,0,0,0,1,2009,0,0,2,0,1
553,Matt Drozdzynski,1,1,1,0,0,0,0,0,0,1,2014,0,1,1,0,1
554,Matt Drozdzynski,1,1,1,0,0,0,0,0,0,1,2009,0,0,2,0,1
555,Staszek Kolarzowski,1,0,1,0,0,0,0,0,0,1,2014,0,1,1,0,1
556,Staszek Kolarzowski,1,0,1,0,0,0,0,0,0,1,2009,0,0,2,0,1
557,Sergio Furio,1,5,1,2,2,0,0,0,2,1,2012,0,1,1,1,1
558,Michael Cagney,1,11,1,0,0,0,0,0,2,1,2011,0,1,4,1,1
559,Daniel Macklin,1,1,1,0,0,0,0,0,0,1,2011,0,1,4,1,1
560,Peter Szulczewski,1,28,1,0,0,0,0,0,4,1,2010,0,1,2,1,1
561,Danny Zhang,1,9,1,0,0,0,0,0,0,1,2010,0,1,2,1,1
562,Janus Friis,1,644,5,3,4,0,0,1,0,1,2014,0,1,2,0,1
563,Ahti Heinla,1,116,2,5,6,0,0,1,2,1,2014,0,1,2,0,1
564,Maarten Hemmes,1,0,3,1,1,1,0,0,1,1,2014,0,1,1,0,1
565,Maarten Hemmes,1,0,3,0,0,0,0,0,1,1,2014,0,1,1,0,1
566,Greg Martin,1,6,2,1,1,0,0,0,1,1,2015,0,1,2,0,1
567,Riley Scott,1,15,1,0,0,0,0,0,0,1,2010,0,1,2,0,1
568,Christopher Steiner,1,5,1,0,0,0,0,0,0,1,2010,0,1,2,0,1
569,Shane McMahon,1,32,1,0,0,0,0,0,0,1,2004,0,1,1,1,1
570,Joseph Einhorn,1,1,1,0,0,0,0,0,0,1,2009,0,1,1,1,1
571,Tom Chavez,1,29,2,2,2,0,0,0,2,1,2010,0,1,2,1,1
572,Matthew Cheung,1,22,1,0,0,0,0,0,0,1,2007,0,1,3,1,1
573,David Au-Yeung,1,0,1,0,0,0,0,0,0,1,2007,0,1,3,1,1
574,Richard Botto,1,10,2,1,1,0,0,0,0,1,2011,0,1,1,0,1
575,Richard Botto,1,10,2,1,1,0,0,0,0,1,2011,0,1,1,0,1
576,Michael Martin,1,1,1,0,0,4,0,0,1,1,2013,0,1,2,0,1
577,Michael Martin,1,1,1,0,0,4,0,0,1,1,2013,0,1,2,0,1
578,Nick Horelik,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
579,Jon Miller,1,5,2,1,1,0,0,0,8,1,2015,0,1,2,1,1
580,Jason Robins,1,115,1,4,4,0,0,0,4,1,2012,0,1,3,1,1
581,Matt Kalish,1,14,1,0,0,0,0,0,0,1,2012,0,1,3,1,1
582,Paul Liberman,1,9,1,0,0,0,0,0,1,1,2012,0,1,3,1,1
583,Sharon Waxman,0,41,1,0,0,0,0,0,0,1,2008,0,0,1,1,1
584,Laila Zemrani,0,11,1,0,0,0,0,0,1,1,2016,0,1,2,0,1
585,Michael Siebers,1,5,2,0,0,0,0,0,0,1,2014,0,1,2,0,1
586,Johannes Siebers,1,3,1,0,0,0,0,0,0,1,2014,0,1,2,0,1
587,Antti Pasila,1,7,2,0,0,0,0,0,0,1,2010,0,1,2,1,0
588,Tracy Young,0,22,1,3,3,0,0,0,8,1,2011,0,1,4,1,0
589,Ralph Gootee,1,4,1,1,1,0,0,0,0,1,2011,0,1,4,1,1
590,Ryan Sutton-Gee,1,10,1,0,0,0,0,0,0,1,2011,0,1,4,1,1
591,Alec Oxenford,1,29,4,8,8,0,0,0,1,1,2015,0,1,3,1,1
592,Jordi Castello,1,2,2,0,0,0,0,0,0,1,2015,0,1,3,1,1
593,Enrique Linares,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,1,1
594,Nima Ghamsari,1,9,1,1,1,0,0,0,3,1,2012,0,1,4,1,1
595,Rosco Hill,1,0,1,1,2,0,0,0,0,1,2012,0,1,4,1,1
596,Eugene Marinelli,1,2,1,0,0,0,0,0,0,1,2012,0,1,4,1,1
597,Erin Collard,1,0,1,0,0,0,0,0,0,1,2012,0,1,4,1,1
598,Ryan Howard,1,153,3,1,2,0,0,1,3,1,2016,0,1,3,0,1
599,Hao Li,1,13,1,0,0,0,0,0,1,1,2015,0,1,3,0,1
600,Stanley Kim,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
601,Frances Chen,1,0,1,0,0,0,0,0,0,1,2015,0,1,3,0,1
602,Ryan Scott,1,1,2,5,6,0,0,2,0,1,2007,0,0,1,0,1
603,Mikhail Seregine,1,2,1,5,5,0,0,0,0,1,2015,0,1,3,0,1
604,Nick Grandy,1,2,2,1,1,0,0,1,0,1,2015,0,1,3,0,1
605,Ric Calvillo,1,19,4,5,5,0,0,0,0,1,2010,0,1,2,1,1
606,Claude Denton,1,0,2,0,0,0,0,0,0,1,2010,0,1,2,1,1
607,Ooshma Garg,0,19,1,0,0,0,0,0,2,1,2010,0,1,1,1,1
608,Ambarish Mitra,1,67,2,0,0,0,0,0,14,1,2011,0,1,5,1,1
609,Omar Tayeb,1,12,1,0,0,0,0,0,2,1,2011,0,1,5,1,1
610,Jessica Butcher,0,13,1,0,0,0,0,0,3,1,2011,0,1,5,1,1
611,Steve Spencer,1,1,1,0,0,0,0,0,0,1,2011,0,1,5,1,1
612,Danielle Morrill,0,200,3,1,1,3,0,0,5,1,2012,0,1,3,1,1
613,Kevin Morrill,1,10,2,0,0,0,0,0,0,1,2012,0,1,3,1,1
614,Jeremy Achin,1,19,1,0,0,0,0,0,2,1,2012,0,1,2,1,1
615,Tim Chen,1,11,1,4,5,0,0,1,2,1,2009,0,1,2,0,1
616,Matt Maloney,1,126,1,1,1,0,0,0,3,1,2004,0,0,3,1,1
617,Mike Evans,1,13,1,2,2,0,0,0,0,1,2004,0,0,3,1,1
618,Feng Zhang,1,69,1,0,0,0,0,0,0,1,2013,0,1,3,1,1
619,Jennifer A. Doudna,0,39,3,1,1,0,0,0,3,1,2013,0,1,3,1,1
620,J. Keith Joung,1,0,1,0,0,0,0,0,0,1,2013,0,1,3,1,1
621,Tony Hsieh,1,791,2,20,27,1,2,8,1,1,1999,0,1,0,1,0
622,Celine Lazorthes,0,22,1,5,5,0,0,0,8,1,2009,0,1,1,1,1
623,Alistair Michener,1,0,1,0,0,0,0,0,0,1,2013,0,1,2,0,1
624,SriSatish Ambati,1,4,2,0,0,0,0,0,2,1,2011,0,1,2,1,1
625,Dmitri Alperovitch,1,209,1,0,0,0,0,0,8,1,2011,0,1,3,1,1
626,George Kurtz,1,86,2,0,0,0,0,0,4,1,2011,0,1,3,1,1
627,Snehal Shinde,1,28,2,0,0,0,0,0,0,1,2015,0,1,2,0,1
628,Swapnil Shinde,1,19,2,0,0,0,0,0,2,1,2015,0,1,2,0,1
629,Amy Chang,0,34,2,0,0,0,0,0,3,1,2013,0,1,3,1,1
